Rain,Solar,Wind_Speed,Wind_Direction,Datetime
0.0,0.25,0.0,351.64801025390625,2025-07-28 22:27:15
0.0,0.5625000596046448,0.0,357.2799987792969,2025-07-28 22:32:16
0.0,0.25,0.0,351.64801025390625,2025-07-28 22:37:16
0.0,0.375,0.0,353.0559997558594,2025-07-28 22:42:15
0.0,0.1875,1.005811333656311,349.88800048828125,2025-07-28 22:47:15
0.0,0.375,0.0,353.760009765625,2025-07-28 22:52:15
0.0,0.4375,0.0,354.4639892578125,2025-07-28 22:57:16
0.0,0.3125000298023224,0.0,351.64801025390625,2025-07-28 23:02:16
0.0,0.5625000596046448,1.005811333656311,356.57598876953125,2025-07-28 23:07:15
0.0,0.1875,0.0,355.87200927734375,2025-07-28 23:12:15
0.0,0.5,0.0,349.88800048828125,2025-07-28 23:17:15
0.0,0.5,0.0,356.2239990234375,2025-07-28 23:22:15
0.0,0.4375,0.0,349.88800048828125,2025-07-28 23:27:15
0.0,0.6250000596046448,0.0,359.0400085449219,2025-07-28 23:32:15
0.0,0.5625000596046448,0.0,357.9840087890625,2025-07-28 23:37:16
0.0,0.4375,0.0,355.87200927734375,2025-07-28 23:42:16
0.0,0.1875,0.0,350.9440002441406,2025-07-28 23:47:15
0.0,0.6250000596046448,0.0,353.0559997558594,2025-07-28 23:52:15
0.0,0.3125000298023224,0.0,358.68798828125,2025-07-28 23:57:15
0.0,0.1875,0.0,355.87200927734375,2025-07-29 00:02:15
0.0,0.25,0.0,351.2959899902344,2025-07-29 00:07:16
0.0,0.6250000596046448,0.0,358.68798828125,2025-07-29 00:12:15
0.0,0.5625000596046448,0.0,358.68798828125,2025-07-29 00:17:16
0.0,0.3125000298023224,1.005811333656311,351.64801025390625,2025-07-29 00:22:15
0.0,0.5,0.0,357.6319885253906,2025-07-29 00:27:15
0.0,0.125,0.0,349.1839904785156,2025-07-29 00:32:15
0.0,0.5,0.0,357.2799987792969,2025-07-29 00:37:16
0.0,0.5625000596046448,0.0,354.11199951171875,2025-07-29 00:42:15
0.0,0.1875,0.0,351.64801025390625,2025-07-29 00:47:15
0.0,0.125,0.0,356.2239990234375,2025-07-29 00:52:16
0.0,0.4375,0.0,355.87200927734375,2025-07-29 00:57:15
0.0,0.1875,0.0,349.5360107421875,2025-07-29 01:02:15
0.0,0.1875,1.005811333656311,349.5360107421875,2025-07-29 01:07:16
0.0,0.1875,0.0,350.239990234375,2025-07-29 01:12:16
0.0,0.1875,0.0,349.1839904785156,2025-07-29 01:17:16
0.0,0.6250000596046448,0.0,359.7439880371094,2025-07-29 01:22:16
0.0,0.6250000596046448,0.0,359.0400085449219,2025-07-29 01:27:15
0.0,0.4375,0.0,355.87200927734375,2025-07-29 01:32:16
0.0,0.25,0.0,351.64801025390625,2025-07-29 01:37:15
0.0,0.25,0.0,350.5920104980469,2025-07-29 01:42:15
0.0,0.1875,0.0,349.1839904785156,2025-07-29 01:47:15
0.0,0.375,0.0,354.11199951171875,2025-07-29 01:52:15
0.0,0.25,0.0,359.7439880371094,2025-07-29 01:57:15
0.0,0.25,0.0,350.239990234375,2025-07-29 02:02:16
0.0,0.3125000298023224,0.0,360.0,2025-07-29 02:07:16
0.0,0.25,1.005811333656311,350.239990234375,2025-07-29 02:12:16
0.0,0.6250000596046448,0.0,358.68798828125,2025-07-29 02:17:16
0.0,0.125,0.0,349.1839904785156,2025-07-29 02:22:15
0.0,0.5,0.0,359.0400085449219,2025-07-29 02:27:16
0.0,0.6250000596046448,0.0,359.7439880371094,2025-07-29 02:32:15
0.0,0.4375,0.0,355.87200927734375,2025-07-29 02:37:15
0.0,0.6250000596046448,0.0,359.0400085449219,2025-07-29 02:42:15
0.0,0.125,0.0,357.6319885253906,2025-07-29 02:47:16
0.0,0.5625000596046448,1.005811333656311,358.68798828125,2025-07-29 02:52:16
0.0,0.125,0.0,348.8320007324219,2025-07-29 02:57:15
0.0,0.25,0.0,350.9440002441406,2025-07-29 03:02:15
0.0,0.6875000596046448,0.0,348.8320007324219,2025-07-29 03:07:16
0.0,0.6875000596046448,0.0,360.0,2025-07-29 03:12:16
0.0,0.1875,0.0,350.239990234375,2025-07-29 03:17:15
0.0,0.125,0.0,348.12799072265625,2025-07-29 03:22:16
0.0,0.5625000596046448,0.0,359.0400085449219,2025-07-29 03:27:15
0.0,0.6250000596046448,0.0,360.0,2025-07-29 03:32:16
0.0,0.5625000596046448,1.005811333656311,358.68798828125,2025-07-29 03:37:16
0.0,0.375,0.0,352.7040100097656,2025-07-29 03:42:15
0.0,0.4375,0.0,355.87200927734375,2025-07-29 03:47:15
0.0,0.5,0.0,355.87200927734375,2025-07-29 03:52:16
0.0,0.375,0.0,351.2959899902344,2025-07-29 03:57:16
0.0,0.3125000298023224,1.005811333656311,349.1839904785156,2025-07-29 04:02:15
0.0,0.25,0.0,360.0,2025-07-29 04:07:15
0.0,0.125,0.0,356.2239990234375,2025-07-29 04:12:16
0.0,0.5,0.0,355.87200927734375,2025-07-29 04:17:15
0.0,0.4375,0.0,359.3919982910156,2025-07-29 04:22:16
0.0,0.5625000596046448,1.005811333656311,358.68798828125,2025-07-29 04:27:16
0.0,0.125,0.0,342.8479919433594,2025-07-29 04:32:16
0.0,0.6875000596046448,0.0,360.0,2025-07-29 04:37:16
0.0,0.1875,0.0,346.3680114746094,2025-07-29 04:42:16
0.0,0.6875000596046448,0.0,360.0,2025-07-29 04:47:16
0.0,0.4375,0.0,355.87200927734375,2025-07-29 04:52:15
0.0,0.6250000596046448,1.005811333656311,344.6080017089844,2025-07-29 04:57:16
0.0,0.6875000596046448,0.0,360.0,2025-07-29 05:02:16
0.0,0.125,0.0,359.0400085449219,2025-07-29 05:07:15
0.0,0.1875,0.0,346.7200012207031,2025-07-29 05:12:16
0.0,0.6250000596046448,0.0,360.0,2025-07-29 05:17:15
0.0,0.125,0.0,357.6319885253906,2025-07-29 05:22:15
0.0,0.5625000596046448,1.005811333656311,343.20001220703125,2025-07-29 05:27:16
0.0,1.4375001192092896,0.0,343.90399169921875,2025-07-29 05:32:16
0.0,2.0625,0.0,359.0400085449219,2025-07-29 05:37:16
0.0,2.875000238418579,0.0,343.552001953125,2025-07-29 05:42:15
0.0,3.187500238418579,0.0,357.6319885253906,2025-07-29 05:47:16
0.0,4.9375,0.0,346.0159912109375,2025-07-29 05:52:16
0.0,6.75,0.0,346.0159912109375,2025-07-29 05:57:15
0.0,8.9375,0.0,354.4639892578125,2025-07-29 06:02:16
0.0,11.375000953674316,0.0,360.0,2025-07-29 06:07:16
0.0,12.437500953674316,0.0,347.42401123046875,2025-07-29 06:12:16
0.0,16.0,1.005811333656311,343.20001220703125,2025-07-29 06:17:21
0.0,14.312500953674316,0.0,360.0,2025-07-29 06:22:16
0.0,17.1875,0.0,345.31201171875,2025-07-29 06:27:16
0.0,19.687501907348633,0.0,351.64801025390625,2025-07-29 06:32:16
0.0,32.250003814697266,0.0,357.9840087890625,2025-07-29 06:37:16
0.0,38.500003814697266,0.0,347.7760009765625,2025-07-29 06:42:15
0.0,39.687503814697266,0.0,346.3680114746094,2025-07-29 06:47:16
0.0,48.125003814697266,0.0,359.7439880371094,2025-07-29 06:52:16
0.0,45.625,0.0,359.0400085449219,2025-07-29 06:57:15
0.0,54.750003814697266,0.0,359.0400085449219,2025-07-29 07:02:16
0.0,63.75000762939453,0.0,359.0400085449219,2025-07-29 07:07:15
0.0,53.875003814697266,0.0,353.4079895019531,2025-07-29 07:12:16
0.0,49.562503814697266,1.005811333656311,347.42401123046875,2025-07-29 07:17:16
0.0,66.1875,0.0,357.9840087890625,2025-07-29 07:22:16
0.0,89.5,1.005811333656311,349.5360107421875,2025-07-29 07:27:15
0.0,79.3125,0.0,347.7760009765625,2025-07-29 07:32:15
0.0,91.4375,0.0,354.8160095214844,2025-07-29 07:37:16
0.0,90.37500762939453,0.0,354.8160095214844,2025-07-29 07:42:16
0.0,106.31250762939453,1.005811333656311,357.6319885253906,2025-07-29 07:47:16
0.0,91.875,1.005811333656311,356.57598876953125,2025-07-29 07:52:16
0.0,110.375,0.0,356.9280090332031,2025-07-29 07:57:16
0.0,121.50000762939453,0.0,280.1919860839844,2025-07-29 08:02:16
0.0,119.8125,1.005811333656311,355.1679992675781,2025-07-29 08:07:16
0.0,152.62501525878906,1.005811333656311,353.4079895019531,2025-07-29 08:12:16
0.0,211.875,0.0,354.4639892578125,2025-07-29 08:17:16
0.0,318.3750305175781,0.0,348.12799072265625,2025-07-29 08:22:15
0.0,154.9375,1.005811333656311,347.42401123046875,2025-07-29 08:27:15
0.0,217.25,0.0,359.7439880371094,2025-07-29 08:32:16
0.0,349.5625305175781,1.005811333656311,258.7200012207031,2025-07-29 08:37:15
0.0,342.875,2.011622667312622,355.87200927734375,2025-07-29 08:42:16
0.0,300.7500305175781,2.011622667312622,356.9280090332031,2025-07-29 08:47:15
0.0,303.6875,0.0,263.2959899902344,2025-07-29 08:52:15
0.0,314.875,1.005811333656311,351.64801025390625,2025-07-29 08:57:16
0.0,304.8750305175781,0.0,334.3999938964844,2025-07-29 09:02:16
0.0,325.0625,1.005811333656311,347.7760009765625,2025-07-29 09:07:16
0.0,333.75,0.0,331.583984375,2025-07-29 09:12:16
0.0,357.1875,0.0,339.3280029296875,2025-07-29 09:17:16
0.0,367.8125,0.0,343.20001220703125,2025-07-29 09:22:16
0.0,377.0,0.0,344.9599914550781,2025-07-29 09:27:16
0.0,388.3125305175781,0.0,329.8240051269531,2025-07-29 09:32:16
0.0,401.6875305175781,0.0,327.7120056152344,2025-07-29 09:37:16
0.0,410.0000305175781,0.0,4.223999977111816,2025-07-29 09:42:16
0.0,425.8125,1.005811333656311,268.57598876953125,2025-07-29 09:47:16
0.0,442.8750305175781,1.005811333656311,41.88800048828125,2025-07-29 09:52:16
0.0,500.6875305175781,0.0,355.5199890136719,2025-07-29 09:57:15
0.0,510.1875,0.0,301.31201171875,2025-07-29 10:02:15
0.0,484.5625305175781,0.0,13.727999687194824,2025-07-29 10:07:16
0.0,478.1875305175781,0.0,5.279999732971191,2025-07-29 10:12:16
0.0,501.1250305175781,0.0,356.9280090332031,2025-07-29 10:17:16
0.0,502.9375,0.0,293.9200134277344,2025-07-29 10:22:16
0.0,521.5000610351562,1.005811333656311,275.9679870605469,2025-07-29 10:27:15
0.0,521.9375610351562,1.005811333656311,357.6319885253906,2025-07-29 10:32:16
0.0,510.5,1.005811333656311,359.3919982910156,2025-07-29 10:37:16
0.0,515.0625,1.005811333656311,356.2239990234375,2025-07-29 10:42:16
0.0,551.3125,1.005811333656311,327.00799560546875,2025-07-29 10:47:16
0.0,572.7500610351562,0.0,356.2239990234375,2025-07-29 10:52:17
0.0,579.2500610351562,1.005811333656311,315.3919982910156,2025-07-29 10:57:16
0.0,580.6875,0.0,330.8800048828125,2025-07-29 11:02:15
0.0,596.6875610351562,1.005811333656311,327.00799560546875,2025-07-29 11:07:16
0.0,596.125,1.005811333656311,296.3840026855469,2025-07-29 11:12:15
0.0,597.75,1.005811333656311,338.97601318359375,2025-07-29 11:17:16
0.0,607.8125,0.0,288.2879943847656,2025-07-29 11:22:16
0.0,622.6875,1.005811333656311,332.6399841308594,2025-07-29 11:27:16
0.0,625.1875,0.0,357.6319885253906,2025-07-29 11:32:16
0.0,615.2500610351562,1.005811333656311,357.2799987792969,2025-07-29 11:37:16
0.0,623.3750610351562,1.005811333656311,295.67999267578125,2025-07-29 11:42:16
0.0,634.625,0.0,323.135986328125,2025-07-29 11:47:16
0.0,583.0,0.0,156.99200439453125,2025-07-29 11:52:16
0.0,589.5625610351562,1.005811333656311,346.3680114746094,2025-07-29 11:57:16
0.0,610.3750610351562,1.005811333656311,357.2799987792969,2025-07-29 12:02:16
0.0,602.3125,1.005811333656311,301.31201171875,2025-07-29 12:07:16
0.0,607.9375,2.011622667312622,356.2239990234375,2025-07-29 12:12:16
0.0,609.8125610351562,0.0,355.87200927734375,2025-07-29 12:17:15
0.0,645.9375,1.005811333656311,355.87200927734375,2025-07-29 12:22:16
0.0,612.1250610351562,1.005811333656311,356.2239990234375,2025-07-29 12:27:16
0.0,603.8750610351562,1.005811333656311,354.8160095214844,2025-07-29 12:32:16
0.0,597.1875,1.005811333656311,356.2239990234375,2025-07-29 12:37:16
